16157,-293.11,-633.76,163.39,,
16179,-295.91,-632.18,165.80,,
16199,-310.03,-623.64,178.70,,
16219,-333.45,-615.85,195.94,,
16239,-355.65,-593.92,219.70,,
16258,-369.79,-533.27,261.65,,
16278,-377.11,-432.73,309.05,,
16298,-385.31,-353.21,358.61,,
16319,-399.98,-322.04,398.97,,
16339,-424.91,-344.42,421.23,,
16359,-440.18,-408.98,428.73,,
16379,-452.14,-493.44,408.33,,
16399,-484.35,-592.65,370.49,,
16419,-534.56,-629.47,307.50,,
16439,-585.27,-537.40,223.10,,
16458,-623.56,-311.86,123.49,,
16476,-661.44,-50.30,50.18,,
16498,-738.25,326.68,-8.05,,
16519,-831.63,631.21,-20.62,,
16538,-930.01,864.85,14.06,,
16559,-1024.74,949.79,127.81,,
16579,-1098.31,852.82,305.18,,
16598,-1158.69,632.54,498.46,,
16619,-1218.38,381.48,657.30,,
16638,-1271.91,163.80,750.38,,
16659,-1321.29,-16.66,786.60,,
16678,-1367.61,-143.77,776.67,,
16699,-1419.00,-219.49,733.59,,
16718,-1464.44,-241.75,656.03,,
16738,-1504.81,-223.23,545.11,,
16759,-1541.84,-187.38,416.70,,
16778,-1568.38,-143.75,287.06,,
16799,-1582.98,-105.37,167.83,,
16819,-1587.74,-73.98,67.56,,
16838,-1584.31,-49.77,-6.24,,
16859,-1581.22,-29.60,-55.52,,
16878,-1581.26,-7.68,-89.47,,
16899,-1578.34,15.63,-112.13,,
16918,-1569.48,22.06,-116.72,,
16939,-1552.76,9.88,-100.32,,
16958,-1535.92,-15.12,-59.57,,
16979,-1526.26,-48.59,10.06,,
16998,-1519.47,-71.03,97.01,,
17019,-1514.22,-87.28,198.41,,
17038,-1515.86,-120.34,313.80,,
17059,-1530.20,-186.98,441.46,,
17078,-1555.98,-286.64,572.11,,
17099,-1591.29,-399.06,699.33,,
17118,-1608.11,-502.07,816.56,,
17138,-1614.81,-554.64,915.04,,
17158,-1615.39,-544.98,985.60,,
17178,-1599.24,-501.52,1031.38,,
17198,-1571.93,-441.43,1049.34,,
17218,-1534.22,-378.55,1058.51,,
17239,-1485.31,-337.37,1068.96,,
17258,-1433.82,-316.55,1080.25,,
17279,-1385.56,-299.18,1099.47,,
17298,-1351.32,-275.75,1115.85,,
17319,-1332.95,-244.76,1117.93,,
17338,-1309.77,-188.87,1091.58,,
17359,-1284.70,-108.62,1042.73,,
17378,-1288.24,-51.06,998.53,,
17399,-1314.33,-3.76,933.97,,
17418,-1344.52,50.73,835.88,,
17438,-1370.06,139.36,730.46,,
17459,-1429.58,173.30,670.18,,
17478,-1531.64,141.85,611.35,,
17498,-1629.97,154.73,447.97,,
17518,-1675.21,257.73,154.99,,
17538,-1705.64,365.55,-147.16,,
17559,-1743.78,421.05,-365.49,,
17578,-1789.09,453.81,-499.03,,
17598,-1837.29,494.33,-580.71,,
17618,-1882.97,513.95,-633.64,,
17638,-1915.13,488.62,-670.07,,
17658,-1916.19,429.26,-709.66,,
17678,-1873.79,355.15,-763.02,,
17698,-1790.80,287.05,-827.14,,
17718,-1695.56,189.46,-878.94,,
17738,-1602.37,84.00,-913.02,,
17758,-1508.99,-3.56,-938.98,,
17778,-1410.79,-60.73,-952.16,,
17798,-1311.67,-106.54,-951.54,,
17818,-1221.96,-157.11,-927.17,,
17838,-1140.96,-193.67,-876.40,,
17858,-1074.20,-201.56,-793.83,,
17878,-1024.56,-200.65,-667.19,,
17898,-995.62,-200.31,-499.63,,
17918,-984.00,-201.82,-301.48,,
17938,-983.42,-196.67,-89.49,,
17958,-994.31,-194.57,115.86,,
17978,-1019.03,-204.18,308.63,,
17998,-1049.67,-213.85,477.72,,
18018,-1075.53,-213.38,625.81,,
18038,-1089.00,-205.85,746.19,,
18058,-1088.62,-203.05,834.94,,
18078,-1069.01,-209.20,876.56,,
18098,-1038.13,-228.80,871.33,,
18118,-1000.31,-256.54,819.81,,
18138,-959.51,-293.31,729.89,,
18158,-917.40,-342.44,614.30,,
18178,-872.81,-379.42,490.89,,
18198,-832.07,-385.39,370.92,,
18218,-802.80,-376.24,260.96,,
18238,-789.46,-357.79,167.59,,
18258,-790.80,-342.90,95.95,,
18278,-803.70,-325.34,45.89,,
18298,-825.53,-295.99,14.25,,
18318,-853.48,-250.20,8.02,,
18338,-888.31,-179.64,35.82,,
18358,-926.15,-79.27,99.40,,
18378,-957.98,59.31,182.44,,
18398,-981.83,237.62,283.21,,
18418,-1003.92,451.16,393.55,,
18438,-1024.06,694.94,502.63,,
18458,-1051.12,850.97,483.19,,
18478,-1063.24,1000.11,435.33,,
18498,-1076.53,1147.13,428.38,,
18518,-1088.54,1273.75,443.27,,
18538,-1084.33,1348.55,442.98,,
18558,-1052.34,1357.28,424.66,,
18578,-986.92,1297.66,402.88,,
18598,-907.75,1195.02,380.99,,
18618,-835.98,1089.48,352.50,,
18638,-793.88,961.19,298.45,,
18658,-776.54,825.65,253.84,,
18678,-774.41,677.85,247.76,,
18698,-775.24,521.27,273.85,,
18718,-767.78,385.30,299.37,,
18738,-754.16,298.15,294.14,,
18758,-740.24,241.24,271.41,,
18778,-749.28,167.37,263.56,,
18798,-794.58,78.88,311.69,,
18818,-845.91,-1.46,409.73,,
18838,-864.80,-68.43,524.20,,
18858,-842.58,-114.94,625.47,,
18878,-791.41,-151.39,697.43,,
18898,-740.09,-194.41,732.58,,
18918,-707.74,-239.34,728.47,,
18938,-702.92,-295.90,706.61,,
18958,-712.67,-360.38,689.41,,
18978,-731.27,-418.59,676.05,,
18998,-749.42,-453.63,663.81,,
19018,-759.79,-465.91,656.43,,
19038,-770.46,-480.11,657.49,,
19058,-794.10,-517.13,665.02,,
19078,-827.77,-562.76,684.27,,
19098,-873.31,-606.37,709.53,,
19118,-922.25,-648.17,731.31,,
19138,-974.57,-686.67,757.61,,
19158,-1026.74,-726.43,791.05,,
19178,-1082.15,-757.92,829.97,,
19198,-1143.09,-802.38,871.48,,
19218,-1211.08,-874.80,925.28,,
19238,-1285.48,-986.55,975.57,,
19258,-1370.52,-1125.09,1005.87,,
19278,-1461.22,-1281.35,1010.95,,
19298,-1548.73,-1458.66,990.46,,
19318,-1619.68,-1625.92,941.13,,
19338,-1667.26,-1768.66,859.73,,
19358,-1704.52,-1923.22,734.11,,
19378,-1735.15,-2065.87,634.25,,
19398,-1729.95,-2129.12,598.26,,
19418,-1657.98,-2043.83,589.04,,
19438,-1571.34,-1944.70,619.50,,
19458,-1498.92,-1781.32,663.10,,
19478,-1436.18,-1615.79,616.25,,
19498,-1401.03,-1477.00,516.73,,
19518,-1415.82,-1412.93,422.07,,
19538,-1433.51,-1387.28,254.27,,
19558,-1403.06,-1380.40,-64.02,,
19578,-1352.38,-1382.54,-421.03,,
19598,-1320.16,-1356.75,-661.32,,
19618,-1294.22,-1319.37,-729.99,,
19638,-1252.51,-1280.21,-676.10,,
19658,-1193.07,-1242.51,-561.63,,
19678,-1156.52,-1219.63,-412.34,,
19698,-1151.08,-1221.05,-241.59,,
19718,-1144.23,-1227.47,-116.76,,
19738,-1138.52,-1207.92,36.83,,
19758,-1136.58,-1172.69,259.64,,
19778,-1121.99,-1163.90,439.99,,
19798,-1095.59,-1118.19,601.58,,
19818,-1072.44,-1116.28,701.18,,
19838,-1050.04,-1076.30,761.73,,
19858,-1038.22,-1058.02,706.22,,
19878,-1042.13,-1033.28,671.53,,
19898,-1032.04,-978.43,613.93,,
19918,-1003.05,-949.50,478.60,,
19938,-985.40,-958.77,329.79,,
19958,-998.09,-1003.31,269.48,,
19978,-1034.44,-1071.63,366.50,,
19998,-1089.46,-1155.98,619.80,,
20018,-1153.75,-1236.45,1007.05,,
20038,-1232.52,-1310.85,1481.13,,
20058,-1298.62,-1370.64,1986.73,,
20078,-1345.97,-1389.48,2379.14,,
20098,-1345.96,-1340.71,2511.19,,
20118,-1340.47,-1301.87,2543.86,,
20138,-1326.95,-1282.12,2522.73,,
20158,-1299.44,-1245.45,2409.97,,
20178,-1277.89,-1223.30,2301.59,,
20198,-1253.76,-1177.41,2117.13,,
20218,-1240.93,-1164.33,1949.52,,
20238,-1219.24,-1137.46,1786.88,,
20258,-1207.06,-1130.74,1673.41,,
20278,-1185.37,-1103.12,1535.12,,
20298,-1155.29,-1062.58,1385.74,,
20318,-1120.86,-1033.45,1255.70,,
20338,-1089.88,-1023.02,1138.65,,
20358,-1048.02,-1018.34,1026.20,,
20378,-1023.03,-994.54,924.16,,
20398,-998.24,-996.44,897.52,,
20418,-981.73,-1000.99,844.21,,
20438,-970.25,-984.41,802.90,,
20458,-978.07,-982.32,851.82,,
20478,-995.60,-950.51,786.43,,
20498,-1021.44,-953.44,707.93,,
20518,-1036.54,-930.07,652.81,,
20538,-1007.74,-925.27,537.14,,
20558,-979.48,-939.13,487.07,,
20578,-933.41,-920.04,450.36,,
20598,-880.04,-876.01,426.15,,
20618,-813.37,-807.29,359.99,,
20638,-730.94,-754.82,218.72,,
20658,-639.97,-718.49,109.72,,
20678,-560.76,-656.79,100.17,,
20698,-551.82,-561.34,202.26,,
20718,-567.29,-468.32,326.76,,
20738,-591.83,-423.55,348.53,,
20758,-593.55,-419.77,289.51,,
20778,-615.90,-385.54,267.64,,
20798,-641.43,-365.23,255.60,,
20818,-652.34,-363.76,248.54,,
20838,-675.44,-379.70,311.19,,
20858,-708.31,-374.88,332.41,,
20878,-743.64,-358.91,370.16,,
20898,-805.22,-356.78,500.04,,
20918,-845.86,-314.49,677.57,,
20938,-858.87,-283.21,861.42,,
20958,-865.04,-247.78,1075.12,,
20978,-868.53,-186.14,1253.69,,
20998,-865.60,-118.66,1373.96,,
21018,-841.07,-37.37,1485.14,,
21038,-795.51,42.35,1585.01,,
21058,-688.59,101.23,1633.48,,
21078,-530.81,292.82,1633.38,,
21098,-360.25,809.57,1521.93,,
21118,-183.17,1614.85,1242.52,,
21138,-35.82,2431.61,822.54,,
21158,88.09,3133.08,409.04,,
21178,182.34,3685.34,44.13,,
21198,227.49,3966.00,-230.25,,
21218,226.32,3987.14,-388.64,,
21238,190.63,3779.51,-435.82,,
21258,132.19,3448.54,-418.20,,
21278,66.45,3131.51,-398.79,,
21298,8.33,2888.44,-399.05,,
21318,-27.82,2714.13,-415.31,,
21338,-48.99,2582.64,-446.89,,
21358,-69.50,2476.01,-484.82,,
21378,-110.73,2428.40,-567.45,,
21398,-191.74,2387.17,-689.36,,
21418,-300.46,2282.89,-781.68,,
21438,-417.52,2074.72,-793.84,,
21458,-527.67,1817.29,-742.15,,
21478,-631.87,1600.52,-699.75,,
21498,-706.91,1468.24,-672.59,,
21518,-723.68,1403.28,-628.08,,
21538,-710.62,1338.78,-515.54,,
21558,-730.90,1253.40,-326.43,,
21578,-790.03,1131.30,-86.68,,
21598,-837.72,925.94,92.83,,
21618,-863.96,684.40,207.14,,
21638,-904.12,491.66,326.78,,
21658,-943.08,362.84,456.02,,
21678,-957.24,283.90,581.03,,
21698,-955.56,195.06,677.77,,
21718,-966.59,79.75,748.99,,
21738,-1017.87,-34.61,814.38,,
21758,-1073.26,-142.12,900.41,,
21778,-1089.15,-265.12,1018.07,,
21798,-1079.19,-386.61,1132.15,,
21818,-1064.04,-447.92,1189.79,,
21838,-1055.43,-394.43,1153.72,,
21858,-1073.03,-293.35,1065.60,,
21878,-1110.74,-253.10,1018.75,,
21898,-1146.20,-316.77,1050.78,,
