-6468,-6503,-6945
-8332,-8914,-8083
-7933,-6458,-5934
-5318,-3813,-3029
-2462,340,2062
2794,4665,5200
4682,4739,4094
3676,4575,4508
4990,5959,5059
4228,4125,3308
3155,4475,5139
6443,7744,7867
8343,8484,7334
7123,7523,6494
6611,7235,6328
6065,6641,5799
5714,6492,5858
5758,6506,5837
5713,6419,5730
5569,6291,5644
5534,6304,5682
5579,6317,5664
5525,6271,5598
5465,6200,5540
5386,6137,5471
5343,6094,5434
5293,6057,5390
5250,6023,5358
5208,5974,5301
5134,5897,5214
5051,5806,5102
4891,5611,4793
4507,5117,4203
3820,4423,3469
3179,3918,3117
2996,3907,3238
3199,4178,3533
3523,4451,3787
3754,4645,3963
3912,4771,4031
3956,4756,3988
3882,4687,3910
3807,4646,3891
3796,4630,3883
3775,4619,3875
3794,4609,3904
3815,4604,4062
3874,4395,3737
3543,3724,3637
4029,4596,4822
5527,5478,5389
5816,5357,5164
5821,5354,5137
5948,5442,5128
5789,5285,5057
5787,5573,5695
6486,6383,6687
7314,6816,7045
7083,5814,5474
5466,4236,4211
4739,4003,4208
4652,3884,4033
4606,3814,4181
5115,4694,5016
6144,5620,5604
6278,5673,5481
6129,5573,5489
6113,5532,5442
6080,5519,5446
6094,5530,5440
6073,5504,5424
6069,5532,5473
6126,5576,5486
6097,5503,5406
6025,5475,5414
6084,5540,5488
6142,5599,5531
6180,5614,5506
6108,5497,5375
5976,5419,5348
6017,5495,5455
6112,5572,5495
6126,5554,5456
6072,5501,5414
6058,5528,5481
6147,5611,5549
6175,5558,5415
5793,4868,4523
4911,4240,4405
5421,5441,5849
6777,7008,7174
7469,7556,7506
6938,6922,6802
5851,5661,5733
4647,4720,5195
4459,4711,5331
4537,4713,5278
4506,4698,5263
4470,4628,5171
4357,4531,5111
4333,4538,5145
4385,4582,5176
4393,4570,5152
4368,4565,5157
4390,4567,5163
4378,4587,5190
4447,4641,5249
4477,4678,5279
4509,4691,5394
4802,5448,7597
8321,9596,11589
11497,9810,9275
7677,5533,5131
5123,4119,4393
4964,4199,4430
5118,4484,4563
5244,4609,4681
5391,4806,4890
5663,5136,5197
5955,5421,5394
6074,5514,5458
6118,5562,5487
6119,5534,5438
6065,5505,5438
6098,5553,5496
6149,5591,5513
6153,5582,5496
6129,5555,5460
6086,5513,5433
6067,5511,5441
6083,5514,5441
6078,5513,5441
6083,5528,5461
6105,5546,5480
6121,5555,5480
6109,5536,5440
5990,5321,5137
5425,4560,4338
4697,3854,3980
4570,3944,4111
4790,4175,4306
4726,3923,3967
4154,3307,3525
3848,2950,3218
3887,3613,4404
6080,6938,8434
9762,10521,10799
10801,9982,9648
9180,9063,8941
8857,8958,8431
7386,7059,6438
5293,5646,5931
5520,6384,6964
6334,6689,7408
6734,6791,7496
7128,6525,7221
7609,7447,8473
9573,9374,9656
9946,8633,7835
7325,5839,5325
5453,4574,4724
5236,4403,4500
4897,3915,3873
4022,2796,2602
2709,1453,1520
1825,843,999
1225,125,190
138,-1244,-1379
-1713,-3197,-3346
-3504,-4562,-4240
-4088,-4789,-4303
-4237,-5026,-4694
-4852,-5753,-5570
-5833,-6645,-6365
-6513,-7065,-6640
-6775,-7269,-6855
-7087,-7629,-7232
-7490,-7985,-7490
-7603,-7947,-7326
-7369,-7633,-6983
-7058,-7380,-6783
-6942,-7337,-6738
-6894,-7314,-6726
-6887,-7316,-6619
-6636,-6984,-6150
-6077,-6491,-5591
-5354,-5725,-4563
-3868,-4037,-2663
-1552,-1620,-262
909,722,1735
2791,2329,3141
4055,3620,4033
5209,4955,5605
6921,7250,7342
8420,8599,8157
8543,8715,7585
7181,7153,5806
5198,5522,4493
4089,4707,3985
3782,4736,4155
4075,4975,4319
4076,4931,4287
4123,5006,4332
4153,4918,4194
4011,4864,4185
4108,4980,4335
4247,5212,4661
4808,5905,5400
5187,5841,5365
5197,6136,6523
6712,6771,6536
5648,4335,3724
3060,1589,1257
759,-850,-1458
-1998,-3586,-3999
-4405,-5313,-5284
-5454,-5941,-5699
-6111,-6487,-6114
-6630,-6998,-6471
-6972,-7321,-6709
-7102,-7352,-6689
-7091,-7445,-6837
-7293,-7662,-6941
-7197,-7451,-6648
-6835,-7110,-6278
-6438,-6683,-5765
-5823,-6136,-5076
-4822,-4916,-3405
-2431,-2167,-434
871,1001,2274
3439,3193,3925
5203,5292,5975
7596,8026,8017
8960,9064,8214
8339,8455,7222
6914,7086,6026
5698,6235,5517
5362,6084,5439
5363,6118,5513
5388,6192,5554
5387,6154,5517
5344,6096,5487
5367,6156,5562
5431,6227,5575
5419,6210,5639
5493,6304,5856
5726,6568,6349
6333,6973,6971
6821,7014,7064
6732,6175,5926
5237,3765,3355
2683,1066,699
194,-1445,-1899
-2442,-3828,-3978
-4388,-5279,-5074
-5413,-6088,-5647
-5938,-6431,-5772
-6021,-6496,-5837
-6103,-6630,-5924
-6061,-6522,-5838
-5991,-6506,-5965
-6219,-6704,-6034
-6170,-6528,-5587
-5461,-5658,-4296
-3469,-3295,-1502
-48,285,1872
3456,3620,4551
6173,6430,6910
8391,8930,8941
9961,10555,9914
10079,9873,8315
7611,7569,6255
5994,6651,5905
5724,6501,5888
5733,6478,5862
5690,6429,5844
5733,6523,5934
5818,6563,5923
5746,6502,5861
5707,6472,5886
5732,6494,5908
5758,6499,5919
5804,6556,5987
5860,6605,6000
5882,6625,6081
5979,6733,6159
6049,6776,6214
6125,6863,6294
6180,6875,6294
6192,6912,6352
6287,7019,6441
6363,7060,6462
6334,7025,6413
6316,7028,6467
6393,7101,6544
6445,7148,6571
6496,7143,6557
6453,7110,6518
6464,7138,6539
6461,7115,6504
6393,7021,6420
6363,7039,6496
6507,7195,6599
6529,7198,6619
6591,7287,6756
6717,7372,6774
6697,7311,6696
6605,7227,6647
6579,7214,6638
6600,7253,6686
6665,7339,6748
6658,7278,6663
6556,7202,6659
6633,7295,6759
6713,7350,6798
6753,7384,6838
6763,7371,6827
6782,7381,6945
6984,7658,7257
7351,7937,7428
7410,7896,7344
7359,7912,7416
7496,8057,7525
7551,8063,7491
7471,7971,7395
7399,7913,7374
7382,7884,7306
7318,7817,7329
7369,7947,7533
7457,7754,7422
7085,6987,6809
6681,6261,6287
6418,5740,5649
5865,5051,4950
5274,4474,4475
4908,4132,4240
4753,4027,4171
4725,3983,4133
4669,3917,4063
4619,3904,4093
4677,3977,4165
4724,3984,4133
4664,3906,4041
4586,3863,4038
4591,3886,4032
4560,3808,3983
4516,3810,3959
4509,3755,3921
4512,3852,4111
4804,4184,4381
5038,4316,4425
4989,4262,4353
4903,4132,4212
4802,4089,4247
4933,4308,4463
5054,4361,4442
5000,4275,4399
4982,4313,4420
5004,4302,4402
4960,4267,4373
4975,4294,4409
5005,4323,4416
4994,4285,4355
4931,4229,4325
4942,4298,4409
5014,4313,4379
4906,4156,4216
4826,4148,4294
4976,4352,4460
5075,4380,4440
5001,4297,4375
4986,4307,4410
5027,4381,4488
5076,4383,4442
4980,4234,4298
4877,4201,4314
4937,4293,4413
5020,4343,4439
5021,4337,4428
5011,4325,4413
4984,4283,4381
4976,4305,4420
5023,4338,4425
4989,4281,4372
