21859,62.54,129.06,-498.37,,
21881,62.85,129.77,-491.63,,
21900,63.06,132.97,-465.61,,
21920,62.62,136.74,-430.85,,
21941,60.88,139.56,-390.72,,
21961,57.53,142.05,-348.42,,
21981,55.00,144.68,-306.09,,
22001,53.97,148.47,-265.31,,
22020,54.30,152.07,-226.80,,
22040,55.11,154.50,-191.27,,
22061,55.71,157.43,-160.22,,
22081,56.75,161.41,-134.79,,
22101,58.53,166.41,-115.07,,
22121,60.65,171.86,-99.56,,
22140,62.62,177.05,-87.95,,
22160,64.36,181.97,-79.94,,
22180,65.91,184.74,-76.20,,
22201,68.03,185.99,-76.70,,
22220,70.40,184.76,-80.43,,
22241,73.09,181.48,-85.53,,
22260,75.48,177.53,-89.40,,
22281,77.59,170.79,-92.29,,
22301,79.74,164.27,-94.68,,
22320,82.32,157.87,-93.66,,
22341,85.62,152.42,-89.04,,
22360,89.79,148.11,-80.94,,
22381,93.80,145.99,-69.63,,
22401,97.63,145.88,-55.28,,
22420,101.24,148.21,-36.91,,
22441,104.89,153.01,-14.20,,
22461,107.75,159.45,10.26,,
22480,109.06,166.22,33.45,,
22501,107.58,173.75,53.65,,
22521,103.95,180.90,71.70,,
22540,99.26,189.05,86.64,,
22560,93.47,198.36,99.07,,
22581,86.37,208.22,108.39,,
22601,78.44,217.74,114.38,,
22621,70.09,226.22,116.21,,
22640,62.53,232.09,113.91,,
22661,56.01,236.34,107.48,,
22681,51.05,237.74,97.35,,
22701,47.96,235.91,84.24,,
22721,47.56,230.80,68.93,,
22740,49.81,222.99,52.92,,
22760,54.44,213.35,36.02,,
22781,59.89,200.16,19.87,,
22800,65.86,185.55,4.93,,
22821,73.39,169.62,-8.08,,
22841,82.17,152.94,-19.10,,
22860,90.65,136.72,-29.52,,
22881,97.41,122.58,-39.58,,
22900,102.31,108.31,-48.10,,
22920,106.09,95.69,-54.06,,
22941,107.90,85.23,-56.15,,
22961,107.97,76.28,-58.49,,
22981,109.38,67.64,-61.17,,
23001,111.50,62.46,-60.25,,
23020,113.48,59.93,-55.28,,
23041,115.16,59.84,-47.25,,
23061,116.44,60.38,-38.65,,
23080,115.71,61.54,-29.72,,
23101,113.13,64.66,-17.93,,
23121,110.96,70.46,-4.09,,
23141,109.43,79.53,11.41,,
23161,108.13,90.39,27.95,,
23181,106.60,101.96,44.03,,
23200,104.64,113.62,59.07,,
23221,102.29,126.31,72.46,,
23241,99.91,138.83,84.15,,
23260,98.05,150.84,95.31,,
23280,96.77,162.38,104.31,,
23301,95.77,172.55,110.33,,
23321,95.07,181.94,112.63,,
23341,94.49,189.46,110.92,,
23361,93.89,194.20,106.85,,
23381,92.70,197.13,99.46,,
23401,91.57,197.31,88.64,,
23421,90.24,195.12,76.11,,
23441,88.59,190.78,61.89,,
23461,86.77,184.00,46.75,,
23481,84.92,175.01,30.48,,
23501,82.76,164.14,12.42,,
23521,80.19,152.16,-6.09,,
23541,77.71,139.37,-25.07,,
23561,75.19,126.10,-41.97,,
23581,72.61,112.17,-57.24,,
23601,70.10,99.33,-70.12,,
23621,67.35,88.79,-77.00,,
23641,64.23,80.17,-79.22,,
23661,61.72,73.72,-76.20,,
23681,59.95,67.80,-69.41,,
23701,38.29,75.70,-50.31,,
23721,16.70,85.24,-38.17,,
23741,3.70,94.57,-15.25,,
23761,-4.23,101.24,3.97,,
23781,-6.42,105.70,26.42,,
23801,-5.72,110.57,48.42,,
23821,-3.02,117.86,69.00,,
23841,1.48,127.53,90.79,,
23861,6.23,139.45,107.46,,
23881,12.48,151.46,120.63,,
23901,19.77,162.00,130.09,,
23921,26.06,170.86,133.71,,
23941,32.38,178.91,135.98,,
23961,37.80,185.20,135.55,,
23981,45.80,191.36,141.47,,
24001,56.48,197.19,148.22,,
24021,70.09,203.45,137.34,,
24041,72.71,209.50,116.83,,
24061,81.14,206.19,99.59,,
24081,95.12,197.39,91.44,,
24101,99.44,191.70,82.48,,
24121,99.79,187.78,70.10,,
24141,91.03,184.05,36.99,,
24161,83.48,167.23,12.09,,
24181,73.16,159.20,4.51,,
24201,65.48,223.77,72.88,,
24221,56.26,284.43,59.41,,
24241,44.40,322.01,50.66,,
24261,31.16,341.71,45.40,,
24281,20.53,349.08,47.85,,
24301,26.94,343.93,52.43,,
24321,16.07,326.81,47.77,,
24341,-0.37,307.42,35.50,,
24358,-3.99,291.08,43.25,,
24381,-7.03,269.54,47.31,,
24401,-10.32,250.79,56.50,,
24421,-9.31,231.88,73.42,,
24441,-7.09,223.13,90.40,,
24461,-5.59,213.28,101.59,,
24481,0.26,201.21,107.79,,
24501,9.48,193.11,120.02,,
24521,19.01,186.92,133.13,,
24541,33.59,181.77,140.03,,
24561,45.34,182.40,140.32,,
24581,56.92,185.86,140.41,,
